user_id,gender,age,occupation,watched_count,a_optimal_k,b_optimal_k,c_optimal_k,avg_count_all,avg_count_genre_only,avg_count_no_genre
1525,F,25,16,75,4,7,7,18.75,10.71,10.71
1526,M,56,17,23,7,7,7,3.29,3.29,3.29
1527,M,18,10,62,8,6,8,7.75,10.33,7.75
1528,M,25,15,42,4,6,4,10.5,7.0,10.5
1529,M,18,4,25,5,3,5,5.0,8.33,5.0
1530,M,25,4,289,3,8,3,96.33,36.12,96.33
1531,M,45,17,24,3,4,3,8.0,6.0,8.0
1532,M,18,14,83,7,9,7,11.86,9.22,11.86
1533,M,45,1,49,8,5,8,6.12,9.8,6.12
1534,M,50,12,18,8,5,8,2.25,3.6,2.25
1535,F,18,20,17,2,2,2,8.5,8.5,8.5
1536,F,35,3,20,3,3,3,6.67,6.67,6.67
1537,M,18,20,29,6,2,6,4.83,14.5,4.83
1538,M,25,3,61,6,5,6,10.17,12.2,10.17
1539,M,25,3,16,2,3,2,8.0,5.33,8.0
1540,M,45,0,80,2,4,2,40.0,20.0,40.0
1541,M,56,17,17,2,5,2,8.5,3.4,8.5
1542,M,18,17,206,3,7,6,68.67,29.43,34.33
1543,M,25,11,122,4,5,4,30.5,24.4,30.5
1544,M,25,12,115,4,4,4,28.75,28.75,28.75
1545,M,25,20,131,4,9,4,32.75,14.56,32.75
1546,M,25,4,235,5,6,5,47.0,39.17,47.0
1547,M,56,13,83,6,4,6,13.83,20.75,13.83
1548,M,35,1,32,4,7,4,8.0,4.57,8.0
1549,M,35,6,16,8,5,8,2.0,3.2,2.0
1550,M,18,4,22,8,2,8,2.75,11.0,2.75
1551,M,25,11,102,6,2,6,17.0,51.0,17.0
1552,M,45,20,176,4,4,4,44.0,44.0,44.0
1553,F,25,15,29,3,4,3,9.67,7.25,9.67
1554,F,35,12,20,3,6,3,6.67,3.33,6.67
1555,F,18,0,55,2,3,2,27.5,18.33,27.5
1556,M,18,4,230,8,8,8,28.75,28.75,28.75
1557,F,18,4,39,7,3,7,5.57,13.0,5.57
1558,M,18,6,18,6,6,6,3.0,3.0,3.0
1559,M,35,8,26,8,2,8,3.25,13.0,3.25
1560,F,25,3,110,3,8,3,36.67,13.75,36.67
1561,F,18,4,102,3,7,3,34.0,14.57,34.0
1562,M,18,20,21,7,5,7,3.0,4.2,3.0
1563,F,1,10,58,8,6,4,7.25,9.67,14.5
1564,M,50,1,82,7,3,7,11.71,27.33,11.71
1565,M,45,17,32,9,3,9,3.56,10.67,3.56
1566,M,35,16,16,2,7,2,8.0,2.29,8.0
1567,M,25,12,55,9,6,9,6.11,9.17,6.11
1568,F,1,10,17,2,3,2,8.5,5.67,8.5
1569,F,56,13,52,2,6,2,26.0,8.67,26.0
1570,M,18,17,40,4,5,4,10.0,8.0,10.0
1571,M,25,20,106,4,5,4,26.5,21.2,26.5
1572,F,25,3,31,7,3,7,4.43,10.33,4.43
1573,M,1,0,18,7,5,7,2.57,3.6,2.57
1574,M,25,6,27,3,3,3,9.0,9.0,9.0
1575,F,50,7,29,7,5,7,4.14,5.8,4.14
1576,F,45,9,37,4,9,4,9.25,4.11,9.25
1577,M,56,0,86,6,6,6,14.33,14.33,14.33
1578,M,18,4,17,2,6,2,8.5,2.83,8.5
1579,M,25,0,503,7,5,8,71.86,100.6,62.88
1580,F,18,4,29,8,6,8,3.62,4.83,3.62
1581,F,18,4,27,2,5,2,13.5,5.4,13.5
1582,M,18,0,16,7,4,7,2.29,4.0,2.29
1583,M,35,6,33,4,6,4,8.25,5.5,8.25
1584,M,25,19,299,2,6,2,149.5,49.83,149.5
1585,M,56,20,80,8,5,8,10.0,16.0,10.0
1586,M,45,7,264,9,3,9,29.33,88.0,29.33
1587,F,25,3,372,4,7,4,93.0,53.14,93.0
1588,M,25,11,39,7,7,7,5.57,5.57,5.57
1589,M,25,0,65,8,6,8,8.12,10.83,8.12
1590,M,35,1,27,2,2,2,13.5,13.5,13.5
1591,M,50,7,215,7,6,7,30.71,35.83,30.71
1592,M,35,7,199,8,4,8,24.88,49.75,24.88
1593,M,25,16,131,5,2,5,26.2,65.5,26.2
1594,F,35,20,97,7,6,7,13.86,16.17,13.86
1595,M,35,1,91,7,5,7,13.0,18.2,13.0
1596,F,18,5,13,2,3,2,6.5,4.33,6.5
1597,M,25,12,155,4,6,4,38.75,25.83,38.75
1598,M,35,13,128,3,8,3,42.67,16.0,42.67
1599,M,25,0,366,8,7,5,45.75,52.29,73.2
1600,M,35,7,277,7,7,7,39.57,39.57,39.57
1601,M,25,12,147,4,8,4,36.75,18.38,36.75
1602,F,25,7,83,4,7,4,20.75,11.86,20.75
1603,F,25,0,45,7,6,7,6.43,7.5,6.43
1604,M,25,11,17,2,3,2,8.5,5.67,8.5
1605,F,18,0,621,8,2,8,77.62,310.5,77.62
1606,F,35,3,135,3,2,3,45.0,67.5,45.0
1607,M,45,1,176,7,9,7,25.14,19.56,25.14
1608,M,25,11,92,3,6,3,30.67,15.33,30.67
1609,F,35,9,247,7,5,7,35.29,49.4,35.29
1610,M,25,11,18,2,6,2,9.0,3.0,9.0
1611,M,25,0,373,9,3,6,41.44,124.33,62.17
1612,M,25,17,13,7,5,7,1.86,2.6,1.86
1613,M,18,20,546,7,6,5,78.0,91.0,109.2
1614,M,35,0,45,7,4,7,6.43,11.25,6.43
1615,F,45,7,13,7,4,7,1.86,3.25,1.86
1616,M,25,0,172,3,4,3,57.33,43.0,57.33
1617,M,25,12,169,8,7,4,21.12,24.14,42.25
1618,M,50,0,52,6,5,6,8.67,10.4,8.67
1619,M,50,3,15,7,9,7,2.14,1.67,2.14
1620,M,25,20,24,8,2,8,3.0,12.0,3.0
1621,M,25,4,14,7,3,7,2.0,4.67,2.0
1622,M,18,4,21,3,7,3,7.0,3.0,7.0
1623,M,50,15,43,7,2,7,6.14,21.5,6.14
1624,M,25,0,228,5,2,5,45.6,114.0,45.6
1625,M,45,0,30,6,5,6,5.0,6.0,5.0
1626,M,18,4,178,6,7,6,29.67,25.43,29.67
1627,M,18,17,33,4,2,4,8.25,16.5,8.25
1628,M,18,20,312,8,7,8,39.0,44.57,39.0
1629,M,18,4,47,4,5,4,11.75,9.4,11.75
1630,M,45,17,88,5,5,5,17.6,17.6,17.6
1631,F,50,0,164,2,9,2,82.0,18.22,82.0
1632,M,25,16,484,5,5,5,96.8,96.8,96.8
1633,F,45,7,21,6,9,6,3.5,2.33,3.5
1634,F,56,0,74,5,3,5,14.8,24.67,14.8
1635,M,25,0,517,7,8,7,73.86,64.62,73.86
1636,F,25,19,107,4,5,4,26.75,21.4,26.75
1637,M,56,0,60,7,2,7,8.57,30.0,8.57
1638,F,18,17,25,6,6,6,4.17,4.17,4.17
1639,M,25,17,358,8,7,8,44.75,51.14,44.75
1640,M,35,17,120,8,4,8,15.0,30.0,15.0
1641,M,25,0,163,5,7,5,32.6,23.29,32.6
1642,M,50,13,46,3,8,3,15.33,5.75,15.33
1643,M,45,2,135,4,6,4,33.75,22.5,33.75
1644,M,18,12,28,3,2,3,9.33,14.0,9.33
1645,F,18,9,352,7,4,7,50.29,88.0,50.29
1646,M,25,20,36,3,2,3,12.0,18.0,12.0
1647,M,18,18,594,9,7,9,66.0,84.86,66.0
1648,M,50,14,93,9,2,9,10.33,46.5,10.33
1649,M,18,19,39,3,7,3,13.0,5.57,13.0
1650,M,25,19,126,6,6,6,21.0,21.0,21.0
1651,M,25,12,23,4,3,4,5.75,7.67,5.75
1652,M,25,16,22,7,5,7,3.14,4.4,3.14
1653,M,18,0,19,7,6,7,2.71,3.17,2.71
1654,F,45,0,34,7,6,7,4.86,5.67,4.86
1655,M,18,4,126,8,8,8,15.75,15.75,15.75
1656,M,25,17,15,2,6,2,7.5,2.5,7.5
1657,F,45,0,27,5,7,5,5.4,3.86,5.4
1658,F,35,6,246,5,3,5,49.2,82.0,49.2
1659,F,18,9,35,9,2,7,3.89,17.5,5.0
1660,F,25,2,36,5,6,5,7.2,6.0,7.2
1661,M,35,7,23,6,6,6,3.83,3.83,3.83
1662,M,25,12,16,6,4,6,2.67,4.0,2.67
1663,M,18,4,31,2,7,2,15.5,4.43,15.5
1664,F,18,4,14,8,3,8,1.75,4.67,1.75
1665,M,45,17,43,7,5,7,6.14,8.6,6.14
1666,M,25,14,262,5,9,3,52.4,29.11,87.33
1667,M,50,16,336,7,3,7,48.0,112.0,48.0
1668,M,35,2,16,3,4,3,5.33,4.0,5.33
1669,F,25,17,22,2,6,2,11.0,3.67,11.0
1670,F,56,13,37,4,6,4,9.25,6.17,9.25
1671,M,35,0,403,6,7,6,67.17,57.57,67.17
1672,M,25,17,28,5,2,5,5.6,14.0,5.6
1673,M,1,10,58,7,2,7,8.29,29.0,8.29
1674,M,35,2,17,2,2,2,8.5,8.5,8.5
1675,F,25,6,366,4,5,4,91.5,73.2,91.5
1676,M,18,4,578,7,8,7,82.57,72.25,82.57
1677,M,18,14,32,5,2,5,6.4,16.0,6.4
1678,F,18,17,79,8,5,8,9.88,15.8,9.88
1679,M,25,12,62,6,9,6,10.33,6.89,10.33
1680,M,25,20,1184,7,6,7,169.14,197.33,169.14
1681,M,18,4,79,8,2,8,9.88,39.5,9.88
1682,M,25,2,16,2,2,2,8.0,8.0,8.0
1683,F,25,7,119,2,7,2,59.5,17.0,59.5
1684,M,18,3,41,4,6,4,10.25,6.83,10.25
1685,M,35,12,262,2,2,2,131.0,131.0,131.0
1686,M,35,12,21,2,3,2,10.5,7.0,10.5
1687,M,25,3,257,5,5,5,51.4,51.4,51.4
1688,F,18,4,91,9,3,9,10.11,30.33,10.11
1689,M,35,5,91,9,6,9,10.11,15.17,10.11
1690,M,35,16,99,9,8,9,11.0,12.38,11.0
1691,F,25,17,33,6,6,6,5.5,5.5,5.5
1692,M,35,20,125,9,5,7,13.89,25.0,17.86
1693,M,25,12,199,9,8,6,22.11,24.88,33.17
1694,M,25,12,252,8,8,8,31.5,31.5,31.5
1695,M,25,1,138,3,2,3,46.0,69.0,46.0
1696,M,35,7,207,8,4,8,25.88,51.75,25.88
1697,F,18,4,236,6,2,6,39.33,118.0,39.33
1698,M,35,2,591,6,6,6,98.5,98.5,98.5
1699,F,25,19,204,8,8,8,25.5,25.5,25.5
1700,M,25,20,34,9,2,9,3.78,17.0,3.78
1701,F,25,4,344,4,6,4,86.0,57.33,86.0
1702,M,18,10,50,8,5,8,6.25,10.0,6.25
1703,M,18,15,21,5,4,5,4.2,5.25,4.2
1704,M,25,4,25,7,5,7,3.57,5.0,3.57
1705,F,18,4,50,6,2,6,8.33,25.0,8.33
1706,M,25,20,137,8,3,8,17.12,45.67,17.12
1707,M,50,1,46,4,6,4,11.5,7.67,11.5
1708,M,25,0,16,7,7,7,2.29,2.29,2.29
1709,M,25,0,139,4,5,4,34.75,27.8,34.75
1710,M,18,0,60,7,3,7,8.57,20.0,8.57
1711,F,18,4,19,4,4,4,4.75,4.75,4.75
1712,M,25,0,345,7,4,7,49.29,86.25,49.29
1713,M,25,0,10,4,3,4,2.5,3.33,2.5
1714,M,25,17,184,8,7,6,23.0,26.29,30.67
1715,M,25,16,26,5,7,5,5.2,3.71,5.2
1716,M,25,0,119,3,4,3,39.67,29.75,39.67
1717,F,50,6,267,4,9,4,66.75,29.67,66.75
1718,M,18,4,25,8,4,8,3.12,6.25,3.12
1719,M,18,16,19,6,8,6,3.17,2.38,3.17
1720,M,18,4,30,7,8,7,4.29,3.75,4.29
1721,M,18,19,81,3,5,3,27.0,16.2,27.0
1722,M,35,0,123,8,4,8,15.38,30.75,15.38
1723,M,35,17,105,7,7,7,15.0,15.0,15.0
1724,M,18,4,104,7,5,7,14.86,20.8,14.86
1725,M,18,19,25,6,3,6,4.17,8.33,4.17
1726,M,25,2,254,4,4,4,63.5,63.5,63.5
1727,M,35,16,342,6,7,6,57.0,48.86,57.0
1728,M,18,4,31,7,8,7,4.43,3.88,4.43
1729,M,25,7,29,3,4,3,9.67,7.25,9.67
1730,F,18,4,16,3,2,3,5.33,8.0,5.33
1731,F,18,0,39,6,3,6,6.5,13.0,6.5
1732,M,18,4,21,5,5,5,4.2,4.2,4.2
1733,M,18,14,533,3,3,3,177.67,177.67,177.67
1734,M,45,17,46,7,7,7,6.57,6.57,6.57
1735,M,18,20,51,8,6,8,6.38,8.5,6.38
1736,M,56,8,132,6,9,6,22.0,14.67,22.0
1737,M,35,20,543,4,9,9,135.75,60.33,60.33
1738,M,35,16,43,8,6,8,5.38,7.17,5.38
1739,M,56,16,50,7,6,7,7.14,8.33,7.14
1740,M,56,1,48,7,6,7,6.86,8.0,6.86
1741,M,35,7,412,6,9,8,68.67,45.78,51.5
1742,M,25,15,26,5,4,5,5.2,6.5,5.2
1743,M,35,17,58,3,6,3,19.33,9.67,19.33
1744,M,35,12,89,3,3,3,29.67,29.67,29.67
1745,M,45,0,40,3,8,3,13.33,5.0,13.33
1746,M,25,4,220,8,7,8,27.5,31.43,27.5
1747,M,25,0,74,8,7,8,9.25,10.57,9.25
1748,M,50,1,361,7,6,7,51.57,60.17,51.57
1749,M,25,2,320,6,7,6,53.33,45.71,53.33
1750,M,50,5,45,9,6,9,5.0,7.5,5.0
1751,M,35,20,18,6,2,6,3.0,9.0,3.0
1752,M,25,3,299,5,3,5,59.8,99.67,59.8
1753,M,35,6,168,3,3,3,56.0,56.0,56.0
1754,M,18,19,27,6,3,6,4.5,9.0,4.5
1755,F,18,4,243,4,4,4,60.75,60.75,60.75
1756,F,25,1,30,3,4,3,10.0,7.5,10.0
1757,M,25,4,264,4,7,7,66.0,37.71,37.71
1758,F,25,0,282,4,7,4,70.5,40.29,70.5
1759,M,25,16,183,7,4,2,26.14,45.75,91.5
1760,F,25,3,51,3,6,8,17.0,8.5,6.38
1761,M,35,0,69,4,9,4,17.25,7.67,17.25
1762,M,25,14,52,4,6,4,13.0,8.67,13.0
1763,M,35,7,19,6,4,6,3.17,4.75,3.17
1764,M,18,0,416,5,5,5,83.2,83.2,83.2
1765,M,18,4,67,2,2,2,33.5,33.5,33.5
1766,F,45,0,23,7,7,7,3.29,3.29,3.29
1767,M,25,20,195,3,9,3,65.0,21.67,65.0
1768,M,45,16,85,2,7,2,42.5,12.14,42.5
1769,M,25,17,47,3,7,7,15.67,6.71,6.71
1770,M,35,16,66,7,6,7,9.43,11.0,9.43
1771,M,25,17,15,3,5,3,5.0,3.0,5.0
1772,M,56,2,23,7,7,7,3.29,3.29,3.29
1773,M,18,4,41,6,4,6,6.83,10.25,6.83
1774,M,25,17,26,6,3,6,4.33,8.67,4.33
1775,M,25,4,106,7,8,7,15.14,13.25,15.14
1776,M,25,0,297,7,9,7,42.43,33.0,42.43
1777,M,25,20,28,3,3,9,9.33,9.33,3.11
1778,M,18,4,377,6,6,6,62.83,62.83,62.83
1779,M,18,1,107,7,6,7,15.29,17.83,15.29
1780,M,35,1,393,8,4,8,49.12,98.25,49.12
1781,F,35,0,60,9,3,9,6.67,20.0,6.67
1782,M,45,0,25,3,6,3,8.33,4.17,8.33
1783,M,18,4,19,6,2,6,3.17,9.5,3.17
1784,M,18,20,39,6,3,6,6.5,13.0,6.5
1785,M,18,4,39,2,4,2,19.5,9.75,19.5
1786,M,45,1,33,9,7,9,3.67,4.71,3.67
1787,M,18,8,23,4,3,4,5.75,7.67,5.75
1788,M,45,2,24,3,3,3,8.0,8.0,8.0
1789,M,1,10,43,7,9,7,6.14,4.78,6.14
1790,M,25,0,233,6,2,6,38.83,116.5,38.83
1791,M,18,4,91,4,3,4,22.75,30.33,22.75
1792,F,25,2,27,7,2,7,3.86,13.5,3.86
1793,M,25,4,198,9,3,9,22.0,66.0,22.0
1794,M,25,11,304,4,2,4,76.0,152.0,76.0
1795,M,18,17,18,3,3,3,6.0,6.0,6.0
1796,M,50,11,114,8,6,8,14.25,19.0,14.25
1797,M,35,7,103,2,3,2,51.5,34.33,51.5
1798,M,45,11,45,7,2,7,6.43,22.5,6.43
1799,M,35,11,60,9,5,9,6.67,12.0,6.67
1800,M,18,4,178,3,2,3,59.33,89.0,59.33
1801,F,25,6,14,3,2,3,4.67,7.0,4.67
1802,M,18,4,129,4,6,4,32.25,21.5,32.25
1803,M,25,2,184,7,4,4,26.29,46.0,46.0
1804,M,25,7,75,3,6,6,25.0,12.5,12.5
1805,M,18,4,115,7,9,7,16.43,12.78,16.43
1806,M,18,4,144,7,2,7,20.57,72.0,20.57
1807,M,18,17,143,4,2,4,35.75,71.5,35.75
1808,F,18,4,22,3,2,3,7.33,11.0,7.33
1809,F,25,14,34,2,3,2,17.0,11.33,17.0
1810,M,50,13,30,7,2,7,4.29,15.0,4.29
1811,M,56,2,16,6,5,6,2.67,3.2,2.67
1812,F,25,12,442,5,9,5,88.4,49.11,88.4
1813,F,35,6,16,8,2,8,2.0,8.0,2.0
1814,M,50,7,37,2,5,2,18.5,7.4,18.5
1815,M,1,1,32,8,2,8,4.0,16.0,4.0
1816,F,35,9,38,8,6,8,4.75,6.33,4.75
1817,M,35,1,89,5,5,5,17.8,17.8,17.8
1818,M,1,8,26,6,6,6,4.33,4.33,4.33
1819,F,35,12,71,5,5,5,14.2,14.2,14.2
1820,M,25,20,219,9,8,7,24.33,27.38,31.29
1821,M,25,20,15,2,7,2,7.5,2.14,7.5
1822,F,25,0,43,9,3,9,4.78,14.33,4.78
1823,F,35,1,17,7,4,7,2.43,4.25,2.43
1824,F,18,4,111,7,4,7,15.86,27.75,15.86
1825,M,25,7,103,9,7,3,11.44,14.71,34.33
1826,M,45,11,38,3,3,3,12.67,12.67,12.67
1827,F,25,1,33,6,5,6,5.5,6.6,5.5
1828,M,18,4,98,8,6,8,12.25,16.33,12.25
1829,M,25,16,20,3,2,3,6.67,10.0,6.67
1830,M,18,4,21,6,2,6,3.5,10.5,3.5
1831,M,18,4,73,6,3,6,12.17,24.33,12.17
1832,F,18,4,31,2,7,2,15.5,4.43,15.5
1833,M,18,17,61,8,2,8,7.62,30.5,7.62
1834,M,35,5,37,7,8,7,5.29,4.62,5.29
1835,M,25,19,510,9,6,9,56.67,85.0,56.67
1836,M,25,0,263,6,3,6,43.83,87.67,43.83
1837,M,25,2,528,4,7,4,132.0,75.43,132.0
1838,M,35,7,15,6,4,6,2.5,3.75,2.5
1839,M,18,4,64,2,3,2,32.0,21.33,32.0
1840,M,25,12,14,7,3,7,2.0,4.67,2.0
1841,M,18,0,158,7,8,7,22.57,19.75,22.57
1842,M,18,4,298,7,6,5,42.57,49.67,59.6
1843,M,25,12,86,7,2,7,12.29,43.0,12.29
1844,F,18,4,14,7,5,7,2.0,2.8,2.0
1845,M,25,2,142,6,7,6,23.67,20.29,23.67
1846,M,45,12,41,7,9,7,5.86,4.56,5.86
1847,M,18,4,29,6,3,6,4.83,9.67,4.83
1848,M,35,5,16,6,6,6,2.67,2.67,2.67
1849,M,35,7,14,8,6,8,1.75,2.33,1.75
1850,M,18,5,51,7,6,7,7.29,8.5,7.29
1851,M,25,19,346,8,6,8,43.25,57.67,43.25
1852,M,25,12,37,8,2,8,4.62,18.5,4.62
1853,M,50,0,104,3,7,3,34.67,14.86,34.67
1854,M,25,0,169,3,5,3,56.33,33.8,56.33
1855,M,18,4,61,8,5,8,7.62,12.2,7.62
1856,M,56,7,98,9,4,9,10.89,24.5,10.89
1857,M,1,10,24,3,2,3,8.0,12.0,8.0
1858,F,18,4,59,9,2,9,6.56,29.5,6.56
1859,F,25,4,33,6,2,6,5.5,16.5,5.5
1860,M,56,16,195,8,2,8,24.38,97.5,24.38
1861,M,50,16,286,5,4,5,57.2,71.5,57.2
1862,M,50,14,23,6,7,6,3.83,3.29,3.83
1863,M,18,4,61,6,3,6,10.17,20.33,10.17
1864,M,35,7,17,9,5,9,1.89,3.4,1.89
1865,F,18,1,210,7,7,7,30.0,30.0,30.0
1866,M,25,7,90,7,4,7,12.86,22.5,12.86
1867,M,50,7,30,7,5,7,4.29,6.0,4.29
1868,M,50,11,31,8,4,8,3.88,7.75,3.88
1869,M,45,14,35,8,7,8,4.38,5.0,4.38
1870,M,56,13,101,4,4,4,25.25,25.25,25.25
1871,F,45,1,72,9,4,9,8.0,18.0,8.0
1872,M,50,20,17,6,3,6,2.83,5.67,2.83
1873,M,35,7,132,5,6,5,26.4,22.0,26.4
1874,M,45,7,40,5,9,5,8.0,4.44,8.0
1875,M,35,12,244,7,2,7,34.86,122.0,34.86
1876,M,25,12,21,5,5,5,4.2,4.2,4.2
1877,F,45,20,88,7,7,7,12.57,12.57,12.57
1878,M,1,10,55,5,2,5,11.0,27.5,11.0
1879,M,25,4,182,7,3,7,26.0,60.67,26.0
1880,M,35,0,626,3,5,7,208.67,125.2,89.43
1881,M,35,2,43,8,8,8,5.38,5.38,5.38
1882,M,35,16,136,6,6,6,22.67,22.67,22.67
1883,F,50,0,270,5,6,5,54.0,45.0,54.0
1884,M,45,20,450,8,9,8,56.25,50.0,56.25
1885,M,50,17,45,6,2,6,7.5,22.5,7.5
1886,M,25,12,17,7,2,7,2.43,8.5,2.43
1887,M,56,15,79,6,8,6,13.17,9.88,13.17
1888,M,35,12,22,6,9,6,3.67,2.44,3.67
1889,M,18,14,415,4,2,4,103.75,207.5,103.75
1890,M,50,6,136,5,2,5,27.2,68.0,27.2
1891,M,45,1,178,6,9,6,29.67,19.78,29.67
1892,M,25,20,12,7,3,7,1.71,4.0,1.71
1893,F,35,0,18,7,5,7,2.57,3.6,2.57
1894,F,35,7,88,6,3,6,14.67,29.33,14.67
1895,M,35,14,62,7,6,7,8.86,10.33,8.86
1896,M,56,13,118,7,3,7,16.86,39.33,16.86
1897,F,50,2,392,5,2,5,78.4,196.0,78.4
1898,M,25,12,18,3,2,3,6.0,9.0,6.0
1899,F,45,6,470,7,4,9,67.14,117.5,52.22
1900,M,56,12,25,5,5,7,5.0,5.0,3.57
1901,M,50,7,97,7,2,7,13.86,48.5,13.86
1902,M,25,19,178,2,3,2,89.0,59.33,89.0
1903,M,35,0,118,6,6,6,19.67,19.67,19.67
1904,M,18,1,252,7,3,7,36.0,84.0,36.0
1905,F,35,20,23,2,3,2,11.5,7.67,11.5
1906,F,25,5,25,3,3,3,8.33,8.33,8.33
1907,M,35,17,15,3,8,3,5.0,1.88,5.0
1908,M,56,13,132,5,4,5,26.4,33.0,26.4
1909,M,18,4,37,7,2,7,5.29,18.5,5.29
1910,M,1,10,35,4,6,4,8.75,5.83,8.75
1911,F,18,4,16,3,7,3,5.33,2.29,5.33
1912,M,25,4,579,6,3,6,96.5,193.0,96.5
1913,M,25,17,28,4,4,4,7.0,7.0,7.0
1914,F,35,14,19,6,2,6,3.17,9.5,3.17
1915,M,50,13,20,5,3,5,4.0,6.67,4.0
1916,M,45,7,219,7,5,7,31.29,43.8,31.29
1917,M,18,10,62,7,4,7,8.86,15.5,8.86
1918,F,45,6,14,7,4,7,2.0,3.5,2.0
1919,M,1,0,36,4,3,4,9.0,12.0,9.0
1920,F,35,7,389,6,8,6,64.83,48.62,64.83
1921,M,56,12,60,6,3,6,10.0,20.0,10.0
1922,F,25,7,300,9,3,9,33.33,100.0,33.33
1923,M,35,7,34,9,8,9,3.78,4.25,3.78
1924,F,56,6,63,7,7,7,9.0,9.0,9.0
1925,M,50,7,189,9,2,9,21.0,94.5,21.0
1926,F,1,0,363,9,8,9,40.33,45.38,40.33
1927,M,35,7,12,9,9,9,1.33,1.33,1.33
1928,M,1,10,152,8,7,8,19.0,21.71,19.0
1929,F,1,10,23,6,6,6,3.83,3.83,3.83
1930,M,25,15,215,8,3,8,26.88,71.67,26.88
1931,M,25,2,55,8,4,8,6.88,13.75,6.88
1932,M,25,7,47,6,4,6,7.83,11.75,7.83
1933,M,18,19,19,5,2,5,3.8,9.5,3.8
1934,M,25,17,40,7,4,7,5.71,10.0,5.71
1935,M,1,10,35,6,6,4,5.83,5.83,8.75
1936,M,35,0,21,6,8,6,3.5,2.62,3.5
1937,M,25,11,209,5,6,6,41.8,34.83,34.83
1938,F,25,2,112,2,4,2,56.0,28.0,56.0
1939,F,35,2,141,4,3,4,35.25,47.0,35.25
1940,M,25,12,40,7,3,7,5.71,13.33,5.71
1941,M,35,17,1041,8,3,8,130.12,347.0,130.12
1942,M,35,5,36,8,3,8,4.5,12.0,4.5
1943,M,18,4,449,8,9,8,56.12,49.89,56.12
1944,F,18,4,45,6,2,6,7.5,22.5,7.5
1945,M,25,20,44,7,4,7,6.29,11.0,6.29
1946,M,25,14,56,4,8,4,14.0,7.0,14.0
1947,M,25,7,91,7,6,7,13.0,15.17,13.0
1948,M,1,10,117,6,3,6,19.5,39.0,19.5
1949,M,18,17,74,3,9,3,24.67,8.22,24.67
1950,M,25,12,90,2,2,2,45.0,45.0,45.0
1951,F,18,4,94,8,4,8,11.75,23.5,11.75
1952,M,35,1,155,7,4,7,22.14,38.75,22.14
1953,F,25,2,26,7,6,7,3.71,4.33,3.71
1954,M,25,16,100,7,5,5,14.29,20.0,20.0
1955,M,1,19,28,4,5,4,7.0,5.6,7.0
1956,M,35,0,48,8,5,8,6.0,9.6,6.0
1957,F,18,4,30,5,6,5,6.0,5.0,6.0
1958,F,25,1,591,9,6,9,65.67,98.5,65.67
1959,F,50,13,36,6,4,6,6.0,9.0,6.0
1960,M,45,7,135,4,8,4,33.75,16.88,33.75
1961,F,50,3,65,6,2,6,10.83,32.5,10.83
1962,F,18,1,359,3,7,3,119.67,51.29,119.67
1963,F,50,9,46,2,6,2,23.0,7.67,23.0
1964,F,25,6,19,4,6,4,4.75,3.17,4.75
1965,M,56,17,45,2,9,2,22.5,5.0,22.5
1966,M,25,20,24,3,6,3,8.0,4.0,8.0
1967,M,50,7,15,8,6,2,1.88,2.5,7.5
1968,M,25,11,295,7,6,7,42.14,49.17,42.14
1969,F,25,3,334,6,3,7,55.67,111.33,47.71
1970,M,50,13,29,3,3,3,9.67,9.67,9.67
1971,F,25,14,23,3,5,3,7.67,4.6,7.67
1972,M,45,17,60,7,5,7,8.57,12.0,8.57
1973,M,25,1,25,6,7,6,4.17,3.57,4.17
1974,M,35,17,326,6,8,7,54.33,40.75,46.57
1975,M,18,4,31,8,5,8,3.88,6.2,3.88
1976,M,35,5,83,5,4,5,16.6,20.75,16.6
1977,M,56,6,46,6,6,6,7.67,7.67,7.67
1978,M,1,10,119,8,3,8,14.88,39.67,14.88
1979,M,56,17,24,7,7,7,3.43,3.43,3.43
1980,M,35,7,810,7,8,7,115.71,101.25,115.71
1981,M,56,1,40,9,8,9,4.44,5.0,4.44
1982,M,1,10,113,8,6,8,14.12,18.83,14.12
1983,M,25,14,370,9,5,9,41.11,74.0,41.11
1984,M,18,10,192,6,5,6,32.0,38.4,32.0
1985,M,45,12,118,7,5,7,16.86,23.6,16.86
1986,M,50,13,15,3,6,3,5.0,2.5,5.0
1987,M,25,17,30,6,9,6,5.0,3.33,5.0
1988,F,25,1,425,8,6,7,53.12,70.83,60.71
1989,M,50,6,19,8,5,8,2.38,3.8,2.38
1990,M,25,7,22,6,5,6,3.67,4.4,3.67
1991,M,25,20,15,3,6,3,5.0,2.5,5.0
1992,M,18,4,66,3,5,3,22.0,13.2,22.0
1993,M,35,17,16,7,5,7,2.29,3.2,2.29
1994,M,35,2,21,7,6,7,3.0,3.5,3.0
1995,M,25,1,65,5,6,5,13.0,10.83,13.0
1996,M,35,0,119,5,9,5,23.8,13.22,23.8
1997,M,25,0,29,3,5,3,9.67,5.8,9.67
1998,F,50,9,228,6,7,6,38.0,32.57,38.0
1999,F,35,3,51,3,9,3,17.0,5.67,17.0
2000,M,18,4,62,4,2,4,15.5,31.0,15.5
2001,M,50,1,34,3,7,3,11.33,4.86,11.33
2002,F,56,13,110,6,5,8,18.33,22.0,13.75
2003,M,1,10,39,2,4,2,19.5,9.75,19.5
2004,M,45,19,87,4,6,4,21.75,14.5,21.75
