user_id,cluster_id,label
1371,0,"Drama, Action / Darren Aronofsky, Charles Sturridge Films"
1371,1,"Adventure, Fantasy / George Lucas, Joe Johnston Films"
1371,2,"Drama, Comedy / Jay Roach, Director Not Available Films"
1372,0,"Comedy, Drama / Sam Mendes, Robert Zemeckis Films"
1372,1,"Action, Thriller / George Lucas, Peter Hyams Films"
1372,2,"Sci-Fi, Action / Paul Verhoeven, Bryan Singer Films"
1372,3,"Action, Sci-Fi / Director Not Available, Wes Craven Films"
1373,0,"Musical, Film-Noir / Tim Burton, Roman Polanski Films"
1373,1,"Drama, Musical / George Lucas, Alfred Hitchcock Films"
1373,2,"Sci-Fi, Action / Stanley Kubrick, Bryan Singer Films"
1374,0,"Drama, Comedy / George Lucas, Sam Mendes Films"
1374,1,"Drama, Crime / Quentin Tarantino, Stuart Rosenberg Films"
1374,2,"Drama, Crime / Director Not Available, Mike Newell Films"
1375,0,"Comedy, Romance / Mike Newell, Spike Jonze Films"
1375,1,"Comedy, Romance / John Schlesinger, Billy Crystal Films"
1375,2,"Romance, Comedy / Harold Ramis, Mick Jackson Films"
1375,3,"Comedy, Romance / Steven Spielberg, John Madden Films"
1375,4,"Romance, Drama / Jonathan Demme, Kelly Makin, Carl Gottlieb Films"
1375,5,"Drama, Comedy / Sam Mendes, Bruce Beresford Films"
1375,6,"Romance, Comedy / Director Not Available, Mark Christopher Films"
1376,0,"Drama, Action / Frank Marshall, Penny Marshall Films"
1376,1,"Drama, Crime / Mike Newell, Martin Brest Films"
1376,2,"Drama, Romance / Michael Curtiz, Tim Burton Films"
1376,3,"Thriller, Drama / Roger Spottiswoode, John Schlesinger Films"
1376,4,"Comedy, Drama / Sam Mendes, Dennis Dugan Films"
1376,5,"Drama, Sci-Fi / George A. Romero, Spike Lee Films"
1376,6,"Action, Comedy / Guy Hamilton, Spike Jonze Films"
1376,7,"Drama, Romance / James Cameron, Phillip Noyce Films"
1377,0,"Action, Comedy / Tony Scott, Ridley Scott Films"
1377,1,"Action, Sci-Fi / John Glen, John Milius Films"
1377,2,"Sci-Fi, Action / Robert Zemeckis, Steven Spielberg Films"
1377,3,"Comedy, Drama / Barry Levinson, Barry Sonnenfeld Films"
1377,4,"Comedy, Romance / Ivan Reitman, Ron Howard Films"
1377,5,"Comedy, Adventure / John Hughes, Joe Johnston Films"
1377,6,"Action, War / Sidney J. Furie, Roger Spottiswoode Films"
1377,7,"Comedy, Romance / Gerald Potterton, John Bruno, John Halas, Director Not Available Films"
1377,8,"Action, Comedy / Richard Donner, John Badham Films"
1378,0,"Thriller, Film-Noir / Alfred Hitchcock, Director Not Available Films"
1378,1,"Thriller, Drama / Alfred Hitchcock, Ridley Scott Films"
1378,2,"Comedy, Romance / Woody Allen, Jay Roach Films"
1379,0,Comedy / Donald Petrie Films
1379,1,"Drama, Comedy / Director Not Available, Alex Cox Films"
1379,2,"Drama, Romance / David Lean, Paul Thomas Anderson Films"
1379,3,"Drama, Comedy / Mark Sandrich, Robert Allen, Paul Thomas Anderson Films"
1379,4,Comedy / Spike Jonze Films
1379,5,"Comedy, Drama / Tim Burton, Jay Roach Films"
1379,6,"Drama, Comedy / Sam Mendes, Rob Reiner Films"
1380,0,"Action, Thriller / John Frankenheimer, John Carpenter Films"
1380,1,"Action, Sci-Fi / Ridley Scott, Richard Donner Films"
1380,2,"Comedy, Adventure / Joe Johnston, Steven Spielberg Films"
1380,3,"Comedy, Action / Barry Sonnenfeld, Spike Jonze Films"
1380,4,"Adventure, Sci-Fi / George Lucas, Bill Duke Films"
1380,5,"Sci-Fi, Action / Robert Zemeckis, Jonathan Frakes Films"
1380,6,"Action, Comedy / Stephen Herek, Bryan Singer Films"
1380,7,"Action, Comedy / Kenny Ortega, Guy Ritchie Films"
1380,8,"Comedy, Action / James Cameron, Randal Kleiser Films"
1381,0,"Comedy, Drama / Sam Mendes, Jeff Pollack Films"
1381,1,"Comedy, Drama / Alexander Payne, Boaz Yakin Films"
1381,2,"Action, Drama / Director Not Available, Steven Soderbergh Films"
1381,3,"Comedy, Drama / Michael Curtiz, Orson Welles Films"
1381,4,"Comedy, Drama / Spike Jonze, John Lasseter Films"
1381,5,"Comedy, Documentary / Harold Ramis, Kevin Smith Films"
1382,0,"Drama / Orson Welles, Martin Scorsese Films"
1382,1,"Drama, Comedy / Charles Chaplin, Steven Spielberg Films"
1382,2,"War, Drama / Leo Mccarey, Stanley Kubrick Films"
1382,3,"Drama, Comedy / Frank Capra, Billy Wilder Films"
1382,4,"Film-Noir, Mystery / Roman Polanski, Alfred Hitchcock Films"
1383,0,"Comedy, Drama / Herbert Ross, Norman Jewison Films"
1383,1,"Comedy, Drama / Robert Zemeckis, Peter Chelsom Films"
1383,2,"Drama, Comedy / Sidney Lumet, Tim Burton Films"
1383,3,"Drama, Action / Director Not Available, Steven Spielberg Films"
1383,4,"Comedy, Drama / Alfred Hitchcock, Gus Van Sant Films"
1383,5,"Drama, Comedy / Ivan Reitman, Jonathan Lynn Films"
1383,6,"Drama, Romance / Alfred Hitchcock, Woody Allen Films"
1383,7,"Comedy, Drama / Woody Allen, Martin Scorsese Films"
1383,8,"Comedy, Drama / James Cameron, Renny Harlin Films"
1384,0,"Drama, Comedy / Sam Mendes, Stephen Frears Films"
1384,1,"Action, Drama / Mel Gibson, Ridley Scott Films"
1384,2,"Drama, Thriller / Alfred Hitchcock Films"
1384,3,"Action, Thriller / James Cameron, Curtis Hanson Films"
1384,4,"Action, Sci-Fi / Bryan Singer, Steven Spielberg Films"
1384,5,"Action, Adventure / John R. Leonetti, Richard Marquand Films"
1384,6,"Action, Sci-Fi / David Twohy Films"
1385,0,"Drama, Comedy / Sam Mendes, Rob Reiner Films"
1385,1,"Crime, Film-Noir / Curtis Hanson, Terry Gilliam, Terry Jones Films"
1385,2,"Action, Sci-Fi / James Cameron, Paul Thomas Anderson Films"
1386,0,"Drama, Comedy / Sam Mendes, Alfred Hitchcock Films"
1386,1,"Animation, Children'S / Leo Mccarey, Director Not Available Films"
1386,2,"Drama, Sci-Fi / Clint Eastwood, Robert Zemeckis Films"
1386,3,"Adventure, Action / George Lucas, Irvin Kershner Films"
1386,4,"Comedy, Drama / Spike Jonze, Mel Brooks Films"
1386,5,"Drama, Comedy / Rob Reiner, Stuart Rosenberg Films"
1386,6,"Drama, Romance / Gerald Potterton, John Bruno, John Halas, Terry Gilliam, Terry Jones Films"
1387,0,"Drama, Romance / Frank Capra, P.J. Hogan Films"
1387,1,"Drama, Action / Steven Spielberg, William Wyler Films"
1387,2,"Thriller, Mystery / Alfred Hitchcock, Norman Jewison Films"
1387,3,"Comedy, Romance / Peter Chelsom, Woody Allen Films"
1387,4,"Musical, Animation / Billy Wilder, William Cottrell, David Hand, Wilfred Jackson Films"
1387,5,"Comedy, Drama / Martin Scorsese, Guy Ritchie Films"
1387,6,"Drama, Romance / Tim Burton, Sam Mendes Films"
1387,7,"Comedy, Drama / Director Not Available, James L. Brooks Films"
1388,0,"Thriller, Comedy / Jay Roach, Jake Kasdan Films"
1388,1,"Thriller, Comedy / Robert Zemeckis, Neil Labute Films"
1388,2,"Action, Thriller / James Cameron, Paul Verhoeven Films"
1388,3,"Action, Thriller / Phillip Noyce, Renny Harlin Films"
1388,4,"Thriller, Crime / Ted Kotcheff, Curtis Hanson Films"
1388,5,"Drama, Thriller / Andrew Niccol, Barry Levinson Films"
1388,6,"Thriller, Film-Noir / Martin Scorsese Films"
1388,7,"Thriller, Action / Tony Scott, Michael Mann Films"
1389,0,"Action, Sci-Fi / Terence Young, Ridley Scott Films"
1389,1,"Comedy, Action / Martin Scorsese, Bryan Singer Films"
1389,2,"Drama, Comedy / Director Not Available, Spike Lee Films"
1389,3,"Drama, Romance / James Cameron, Sam Mendes Films"
1389,4,"Comedy, Adventure / George Lucas, Robert Zemeckis Films"
1389,5,"Drama, Action / Steven Spielberg, Alfred Hitchcock Films"
1389,6,"Action, Adventure / Richard Donner, Barry Levinson Films"
1390,0,"Comedy, Drama / Garry Marshall, Adrian Lyne Films"
1390,1,"Comedy, Drama / Robert Zemeckis, Barry Levinson Films"
1390,2,"Comedy, Thriller / Joel Schumacher, Paul Verhoeven Films"
1390,3,"Action, Thriller / Steven Spielberg, John Mctiernan Films"
1391,0,"Comedy, Drama / Sam Mendes, Maya Angelou Films"
1391,1,"Comedy, Romance / Ron Shelton, Peter Chelsom Films"
1391,2,"Drama, Comedy / Tim Burton, Director Not Available Films"
1391,3,"Comedy, Thriller / Curtis Hanson, Irvin Kershner Films"
1391,4,"Comedy, Adventure / George Lucas, Steven Spielberg Films"
1391,5,"Comedy, Drama / Woody Allen, James Cameron Films"
1391,6,"Adventure, Sci-Fi / Steven Spielberg, Leonard Nimoy Films"
1392,0,"Action, Adventure / Steven Spielberg, Mel Brooks Films"
1392,1,"Drama, War / Martin Scorsese, Sydney Pollack Films"
1392,2,"Drama, Crime / Richard Donner, Alfred Hitchcock Films"
1392,3,"Thriller, Action / James Cameron, Barry Levinson Films"
1392,4,"Adventure, Sci-Fi / George Lucas, Joe Johnston Films"
1392,5,"Sci-Fi, Action / Steven Spielberg, Robert Zemeckis Films"
1392,6,"Comedy, Drama / Director Not Available, Peter Chelsom Films"
1392,7,"Action, Sci-Fi / Jonathan Frakes, John Ford, Mervyn Leroy, Joshua Logan Films"
1393,0,"Drama, Crime / Oliver Stone, Quentin Tarantino Films"
1393,1,"Adventure, Action / George Lucas, Steven Spielberg Films"
1393,2,"Drama, Comedy / Sam Mendes, Penny Marshall Films"
1393,3,"Drama, Comedy / Jean-Paul Rappeneau, Kevin Smith Films"
1393,4,"Drama, Action / Stanley Kubrick, Warren Beatty Films"
1393,5,"Horror, Thriller / Wes Craven, Jonathan Lynn Films"
1394,0,"Action, Comedy / Steven Spielberg, Henry Selick Films"
1394,1,"Drama, Comedy / Sam Mendes, Bonnie Hunt Films"
1394,2,"Drama, Action / David Lynch, Tim Burton Films"
1394,3,"Drama, Comedy / Barry Levinson, Frank Capra Films"
1394,4,"Comedy / Peyton Reed, Christopher Guest Films"
1395,0,"Comedy, Drama / Gerald Potterton, John Bruno, John Halas, John Landis Films"
1395,1,"Sci-Fi, Action / Ridley Scott, Jonathan Frakes Films"
1395,2,"Comedy, Action / Bryan Singer, Alan Rudolph Films"
1395,3,"Comedy, Drama / Joe Johnston, Ron Howard Films"
1395,4,"Sci-Fi, Comedy / Robert Zemeckis, Director Not Available Films"
1395,5,"Comedy, Action / Michael Ritchie, Kevin Smith Films"
1395,6,"Comedy, Action / Tim Burton, Andrew Morahan Films"
1395,7,"Sci-Fi, Adventure / George Lucas, Guy Ritchie Films"
1396,0,"Comedy, Drama / Terry Gilliam, Clyde Geronimi, Wilfred Jackson, Hamilton Luske Films"
1396,1,"Comedy, Drama / Steven Spielberg, George Lucas Films"
1397,0,"Horror, Sci-Fi / Brian Yuzna, Robert Zemeckis Films"
1397,1,"Sci-Fi, Action / Jeff Pollack, George A. Romero Films"
1397,2,"War, Sci-Fi / Stanley Kubrick, Leo Mccarey Films"
1397,3,"Comedy, Sci-Fi / Woody Allen, John Schlesinger Films"
1397,4,"Sci-Fi, Drama / Steven Spielberg, Sam Mendes Films"
1397,5,"Action, Crime / Bryan Singer, Billy Wilder Films"
1397,6,"Sci-Fi, Comedy / Terry Gilliam, Terry Gilliam, Terry Jones Films"
1398,0,"Drama, Adventure / Sam Mendes, Rob Reiner Films"
1398,1,"Drama, Action / Keith Gordon, Mel Gibson Films"
1398,2,"Thriller, Mystery / Alfred Hitchcock, Roman Polanski Films"
1398,3,Drama / Peter Weir Films
1398,4,"Sci-Fi, Drama / Stanley Kubrick, Director Not Available Films"
1398,5,"Mystery, Thriller / George Cukor, Victor Fleming Films"
1399,0,"Drama, Comedy / George Lucas, Wes Anderson Films"
1399,1,"Thriller, Action / Alfred Hitchcock, Steven Spielberg Films"
1399,2,"Action, Thriller / John Frankenheimer, James Cameron Films"
1400,0,"Drama, Action / Steven Spielberg, Leon Gast Films"
1400,1,"Drama, Comedy / Quentin Tarantino, Sam Mendes Films"
1400,2,"Drama, Comedy / Kevin Smith, Kevin Costner Films"
1401,0,"Drama, Crime / Sam Mendes, Greta Gerwig Films"
1401,1,"Drama, Comedy / Martin Scorsese, Harold Ramis Films"
1401,2,"Comedy, Children'S / Clyde Geronimi, Wilfred Jackson, Hamilton Luske, George Lucas Films"
1401,3,"Comedy, Romance / John Madden, Milos Forman Films"
1401,4,"Thriller, Film-Noir / Roman Polanski, Alfred Hitchcock Films"
1401,5,"Drama, Romance / Orson Welles, Richard Brooks Films"
1402,0,"Drama, Comedy / Sam Mendes, Tim Burton Films"
1402,1,"Drama, Comedy / Steven Spielberg, Frank Marshall Films"
1402,2,"Drama, Thriller / Alfred Hitchcock, Curtis Hanson Films"
1402,3,"Action, Comedy / James Cameron, Bill Condon Films"
1402,4,"Drama, Comedy / Spike Jonze, Bill Condon Films"
1403,0,"Sci-Fi, Comedy / Steven Spielberg, Christopher Guest Films"
1403,1,"Sci-Fi, Action / Ridley Scott, Bryan Singer Films"
1403,2,"Adventure, Fantasy / Joe Johnston, Rob Cohen Films"
1403,3,"Comedy, Sci-Fi / Robert Zemeckis, Alex Proyas Films"
1403,4,"Drama, Children'S / Chris Eyre, Jim Henson Films"
1403,5,"Adventure, Action / George Lucas, James Cameron Films"
1403,6,"Sci-Fi, Comedy / Garry Marshall, Stanley Kubrick Films"
1404,0,"Comedy, War / Guy Ritchie, Dennis Dugan Films"
1404,1,"Comedy, Drama / Amy Heckerling, Sam Mendes Films"
1404,2,"Comedy, Drama / Barry Levinson, David Lean Films"
1404,3,"Comedy, Drama / Richard Donner, Chris Columbus Films"
1404,4,"Comedy, Drama / Woody Allen, Robert Zemeckis Films"
1404,5,"Comedy, Romance / Charles Shyer, Garry Marshall Films"
1404,6,"Comedy, Drama / Michael Ritchie, Clint Eastwood Films"
1405,0,Horror / Rob Reiner Films
1405,1,"Horror, Comedy / Mel Brooks, Billy Wilder Films"
1405,2,"Drama, War / Steven Spielberg, John Ford, Mervyn Leroy, Joshua Logan Films"
1405,3,"Comedy, Drama / Martin Scorsese, Woody Allen Films"
1405,4,"Drama, Romance / Stuart Rosenberg, Michael Curtiz Films"
1405,5,"Horror, Thriller / Director Not Available, Philip Kaufman Films"
1405,6,"Horror, Sci-Fi / George A. Romero, George Roy Hill Films"
1405,7,Horror / Brian De Palma Films
1406,0,"Drama, Comedy / Sam Mendes, Chris Columbus Films"
1406,1,"Drama, Romance / Cameron Crowe, Gus Van Sant Films"
1406,2,Drama / Martin Brest Films
1406,3,"Crime, Drama / Martin Scorsese Films"
1406,4,"Children'S, Comedy / Chris Noonan Films"
1406,5,"Drama, Crime / Quentin Tarantino, David Fincher Films"
1406,6,"Action, Adventure / Steven Spielberg Films"
1407,0,"Drama, Comedy / Sam Mendes, Director Not Available Films"
1407,1,"Drama, Crime / Quentin Tarantino, Harold Ramis Films"
1407,2,"Comedy, Thriller / David Cronenberg, Director Not Available Films"
1407,3,"Drama, Comedy / Lars Von Trier, Peter Chelsom Films"
1408,0,"Action, Comedy / Oliver Stone, Costa-Gavras Films"
1408,1,"Action, Thriller / Paul Verhoeven, Mimi Leder Films"
1408,2,"Action, Thriller / Phillip Noyce, Chris Smith Films"
1408,3,"Action, Crime / Tony Scott, Ridley Scott Films"
1408,4,"Action, Thriller / Alfred Hitchcock, James Cameron Films"
1408,5,"Action, Sci-Fi / Geoff Murphy, Andrew Morahan Films"
1408,6,"Action, Thriller / Wolfgang Petersen, Simon West Films"
1409,0,"Comedy, Drama / Charles Chaplin, Sam Mendes Films"
1409,1,"Sci-Fi, Comedy / Robert Zemeckis, Terry Gilliam Films"
1409,2,"Comedy, Horror / Kevin Smith, Tom Holland Films"
1409,3,"Drama, Crime / Martin Scorsese, Curtis Hanson Films"
1409,4,"Action, Sci-Fi / Bryan Singer, James Cameron Films"
1409,5,"Action, Adventure / Paul Verhoeven, Steven Spielberg Films"
1409,6,"Action, Adventure / Irvin Kershner, Richard Donner Films"
1410,0,"Drama, Comedy / Sam Mendes, Tim Burton Films"
1410,1,"Drama, Action / Mike Hodges, Edward Zwick Films"
1410,2,"Animation, Thriller / Stephen Herek, Katsuhiro Ôtomo Films"
1410,3,"Sci-Fi, Comedy / Hecht Amar, John Herzfeld Films"
1410,4,"Sci-Fi, Drama / Richard Fleischer, Stanley Kubrick Films"
1411,0,"Comedy, Drama / Sam Mendes, Bruce Beresford Films"
1411,1,"Drama, Action / Bryan Singer, John Schlesinger Films"
1411,2,"Horror, Sci-Fi / Director Not Available, George A. Romero Films"
1411,3,"Comedy, Drama / Spike Jonze, Ivan Reitman Films"
1411,4,"Comedy, Drama / Frank Marshall, Ron Howard Films"
1411,5,"Comedy, Thriller / Phillip Noyce, Myles Berkowitz Films"
1412,0,"Thriller, Comedy / Roman Polanski, Tim Burton Films"
1412,1,"Action, Adventure / Jay Roach, Jonathan Frakes Films"
1413,0,"Comedy, Drama / Sam Mendes, Joel Coen, Ethan Coen Films"
1413,1,"Thriller, Drama / Tony Scott, Ridley Scott Films"
1413,2,"Thriller, Drama / James Cameron, Kenneth Branagh Films"
1413,3,"Comedy, Drama / Woody Allen, Mike Cahill Films"
1413,4,"Thriller, Mystery / Alfred Hitchcock, Alan Rudolph Films"
1413,5,"Drama, Thriller / Martin Scorsese, Michael Mann Films"
1413,6,"Comedy, Action / Steven Spielberg, Leo Mccarey Films"
1413,7,"Comedy, Sci-Fi / Mimi Leder, John Lasseter Films"
1414,0,"Action, Thriller / Jan De Bont, Brian Helgeland Films"
1414,1,"Action, Drama / Harold Becker, Marco Brambilla Films"
1414,2,"Action, Thriller / Robert Rodriguez, Peter Hyams Films"
1414,3,"Action, Sci-Fi / Michael Bay, Paul Verhoeven Films"
1414,4,"Action, Adventure / George Lucas, James Cameron Films"
1415,0,"Action, Drama / Tony Scott, Irvin Kershner Films"
1415,1,"Drama, Sci-Fi / Barry Levinson, Guy Ritchie Films"
1415,2,"Drama, Comedy / Alfred Hitchcock, Bryan Singer Films"
1415,3,"Comedy, Drama / Arthur Penn, Leo Mccarey Films"
1415,4,"Comedy, Children'S / Duwayne Dunham, John Lasseter Films"
1415,5,"Drama, Comedy / Director Not Available, Sam Mendes Films"
1415,6,"Drama, Comedy / Steven Spielberg, Jan De Bont Films"
1415,7,"Comedy, Drama / Robert Zemeckis, Franklin J. Schaffner Films"
1416,0,Drama / Ben Younger Films
1416,1,"Drama, Comedy / Shekhar Kapur, Susan Seidelman Films"
1416,2,"Comedy, Drama / Spike Jonze, Andrew Niccol Films"
1416,3,Comedy / Paul Weitz Films
1416,4,"Adventure, Comedy / George Lucas, Gil Junger Films"
1416,5,"Drama, Comedy / Sam Mendes, Alexander Payne Films"
1416,6,"Comedy, Drama / Kevin Smith, David Fincher Films"
1416,7,Horror / Director Not Available Films
1417,0,"Sci-Fi, Horror / Paul Verhoeven, Eric Mendelsohn Films"
1417,1,"Action, Drama / Steven Soderbergh, Jonathan Mostow Films"
1417,2,"Drama, Action / Bryan Singer, Raymond De Felitta Films"
1417,3,"Thriller, Action / Mike Hodges, Clint Eastwood Films"
1417,4,Drama / Boaz Yakin Films
1417,5,"Comedy, Musical / Mark Sandrich Films"
1417,6,"Comedy, Drama / Cameron Crowe Films"
1418,0,"Action, Thriller / Wolfgang Petersen, Mark Tarlov Films"
1418,1,"Action, Thriller / John Carpenter, John Woo Films"
1418,2,"Action, Sci-Fi / Geoff Murphy, Robert Zemeckis Films"
1418,3,"Action, Comedy / Barry Levinson, Steven Soderbergh Films"
1418,4,"Action, Sci-Fi / George Lucas, Jonathan Frakes Films"
1418,5,"Action, Sci-Fi / Steven Spielberg, Sylvester Stallone Films"
1419,0,"Drama, Comedy / Sam Mendes, Rob Reiner Films"
1419,1,"Horror, Thriller / Neil Jordan, Brett Leonard Films"
1419,2,"Thriller, Action / James Cameron, Joe Chappelle Films"
1419,3,"Comedy, Action / David Twohy, Jim Abrahams, David Zucker, Jerry Zucker Films"
1419,4,"Comedy, Romance / Howard Deutch, George Miller Films"
1419,5,"Drama, Comedy / Paul Thomas Anderson, John Madden Films"
1419,6,"Drama, Romance / Tim Burton, Steven Spielberg Films"
1419,7,"Action, Drama / Mel Gibson Films"
1420,0,"Action, Thriller / Wolfgang Petersen, Leon Gast Films"
1420,1,"Adventure, Fantasy / Steven Spielberg, Kenneth Branagh Films"
1420,2,"Comedy, Drama / Steven Spielberg, George Lucas Films"
1420,3,"Thriller, Action / Ridley Scott, Robert Zemeckis Films"
1420,4,"Action, Thriller / Stanley Kubrick, Tim Burton Films"
1420,5,"Drama, Action / Steven Spielberg, Phillip Noyce Films"
1421,0,"Comedy, Drama / Sam Mendes, Woody Allen Films"
1421,1,"Drama, Sci-Fi / Quentin Tarantino, Stanley Kubrick Films"
1421,2,"Drama, Comedy / George Lucas, Kevin Smith Films"
1421,3,"Comedy, Drama / Peter Chelsom, Director Not Available Films"
1421,4,"Comedy, Sci-Fi / Barry Levinson, Spike Jonze Films"
1421,5,"Comedy, Drama / Curtis Hanson, Bryan Singer Films"
1421,6,"Drama, Comedy / Tim Burton, Chris Smith Films"
1422,0,"Comedy, Drama / George Lucas, Ron Howard Films"
1422,1,"Comedy, Drama / Jon Turteltaub, Harold Ramis Films"
1422,2,"Comedy, Drama / Tim Burton, Robert Zemeckis Films"
1422,3,"Children'S, Comedy / Director Not Available, Robert Stevenson Films"
1422,4,"Action, Drama / Steven Spielberg, Ridley Scott Films"
1423,0,"Comedy, Drama / Charles Chaplin, Sam Mendes Films"
1423,1,"Comedy, Drama / Woody Allen, Stephen Frears Films"
1423,2,"Comedy, Drama / Sidney Lumet, Billy Wilder Films"
1423,3,"Comedy, Drama / Director Not Available, Rob Reiner Films"
1423,4,"Comedy, Drama / Spike Jonze, Mel Brooks Films"
1424,0,"Action, Sci-Fi / David Cronenberg, Bernard Rose Films"
1424,1,"Comedy, Horror / Rob Reiner, Lou Adler, Tommy Chong Films"
1424,2,"Horror, Thriller / Jamie Blanks, Ole Bornedal Films"
1424,3,"Horror, Drama / Fraser C. Heston, Stephen Norrington Films"
1424,4,"Horror, Thriller / Wes Craven, Director Not Available Films"
1424,5,"Horror, Sci-Fi / Abel Ferrara, John Carpenter Films"
1424,6,"Horror, Romance / Tim Burton, Steven Spielberg Films"
1425,0,"Comedy, Drama / Director Not Available, Roger Spottiswoode Films"
1425,1,"Action, Sci-Fi / Steven Spielberg, Wolfgang Petersen Films"
1425,2,"Comedy, Drama / Woody Allen, Chris Columbus Films"
1425,3,"Comedy, Drama / Alfred Hitchcock, Rupert Wainwright Films"
1425,4,"Comedy, Children'S / Tim Burton, Joel Schumacher Films"
1425,5,"Comedy, Drama / Sylvester Stallone, Robert Zemeckis Films"
1425,6,"Comedy, Horror / Stephen Herek, Chris Columbus Films"
1426,0,"Comedy, Children'S / Robert Zemeckis, Joe Johnston Films"
1426,1,"Drama, Comedy / Jan De Bont, Barry Levinson Films"
1426,2,"Action, Thriller / Terence Young, Barry Levinson Films"
1426,3,"Children'S, Comedy / Rob Reiner, Randal Kleiser Films"
1426,4,"Drama, Action / George Lucas, Steven Spielberg Films"
1426,5,"Comedy, Romance / Barry Sonnenfeld, Director Not Available Films"
1426,6,"Thriller, Drama / Alfred Hitchcock, Steven Spielberg Films"
1426,7,"Action, Comedy / Ron Howard, Amy Heckerling Films"
1427,0,"Action, Adventure / Steven Spielberg, Terry Gilliam, Terry Jones Films"
1427,1,"Drama, Romance / Gerald Potterton, John Bruno, John Halas, Paul Thomas Anderson Films"
1427,2,"Action, Comedy / Ridley Scott, Bryan Singer Films"
1427,3,"Drama, Comedy / Sam Mendes, James Cameron Films"
1427,4,"Animation, Children'S / Guy Ritchie, John Lasseter Films"
1427,5,"Western, Drama / Barry Sonnenfeld, Oliver Stone Films"
1427,6,"Comedy, Drama / Rob Reiner, Harry Macqueen Films"
1428,0,"Romance, Horror / Jeannot Szwarc, Herk Harvey Films"
1428,1,"Adventure, Drama / Rob Reiner, Steven Spielberg Films"
1428,2,"Sci-Fi, Adventure / Neil Jordan, John Carpenter Films"
1428,3,"Film-Noir, Comedy / Orson Welles, Howard Hawks Films"
1428,4,"Comedy, Romance / Howard Deutch, Donald Petrie Films"
1428,5,"Musical, Drama / James Algar, Samuel Armstrong, Ford Beebe Jr., Paul Thomas Anderson Films"
1428,6,"Drama, Comedy / Sam Mendes, Robert Zemeckis Films"
1428,7,"Drama, Thriller / Alfred Hitchcock, Mike Newell Films"
1429,0,Comedy / Stephen Frears Films
1429,1,"Drama, Romance / Sam Mendes, Franco Zeffirelli Films"
1429,2,"Comedy, Drama / Alfred Hitchcock, Tim Robbins Films"
1429,3,"Adventure, Drama / Rob Reiner, Tim Burton Films"
1429,4,"Action, Drama / James Cameron, Sylvester Stallone Films"
1429,5,"Drama, Romance / Michael Curtiz Films"
1430,0,"Comedy, Drama / Sam Mendes, Terry Gilliam Films"
1430,1,"Comedy, Action / Guy Ritchie, Tom Dey Films"
1430,2,"Sci-Fi, Thriller / James Cameron, Robert Zemeckis Films"
1430,3,"Comedy, Drama / Barry Sonnenfeld, Spike Jonze Films"
1430,4,"Action, Comedy / Steven Spielberg, Irvin Kershner Films"
1430,5,"Comedy, Drama / Stephen Frears, Doug Liman Films"
1430,6,"Drama, Comedy / Director Not Available, Jonathan Lynn Films"
1431,0,"Comedy, Drama / Norman Jewison, Tim Burton Films"
1431,1,"Drama, Comedy / Rob Reiner, Paul Thomas Anderson Films"
1431,2,"Thriller, Drama / Sam Mendes, James Cameron Films"
1431,3,"Action, Drama / Mel Gibson Films"
1431,4,"Action, Adventure / Richard Marquand Films"
1432,0,"Action, Sci-Fi / David Twohy Films"
1432,1,"Comedy, Romance / Mike Judge, Mike Newell Films"
1432,2,"Comedy, Drama / Bobby Farrelly, Peter Farrelly, Steven Soderbergh Films"
1432,3,"Sci-Fi, Comedy / Robert Zemeckis, Dean Parisot Films"
1432,4,"Comedy, Action / Ridley Scott, Spike Jonze Films"
1432,5,"Comedy, Romance / Kelly Makin, Carl Gottlieb Films"
1432,6,"Comedy, Drama / Dennis Dugan, James Mangold Films"
1433,0,"Action, Sci-Fi / Mimi Leder, Bryan Singer Films"
1433,1,"Action, Thriller / Wolfgang Petersen, Jonathan Frakes Films"
1433,2,"Action, Comedy / Frank Marshall, John Lasseter Films"
1433,3,"Action, Comedy / Stuart Rosenberg, Shuki Levy, David Winning Films"
1433,4,"Action, Adventure / George Lucas, James Cameron Films"
1434,0,"Comedy, Romance / Chris Columbus, Harold Ramis Films"
1434,1,"Comedy, Sci-Fi / Robert Zemeckis, Robert Stevenson Films"
1434,2,"Comedy, Children'S / Clyde Geronimi, Wilfred Jackson, Hamilton Luske, George A. Romero Films"
1434,3,"Comedy, Horror / Peter Segal, Mary Lambert Films"
1434,4,"Comedy, Sci-Fi / Wes Craven, Joe Dante Films"
1434,5,"Comedy, Adventure / George Lucas, George Miller Films"
1435,0,"Drama, Comedy / Sam Mendes, Lars Von Trier Films"
1435,1,"Comedy, Documentary / Sarah Kelly, Jay Roach Films"
1435,2,"Thriller, Comedy / James Cameron, Mary Harron Films"
1435,3,"Romance, Drama / Tim Burton, Robert Wise Films"
1435,4,"Drama, Adventure / Rob Reiner, Paul Thomas Anderson Films"
1436,0,"Thriller, Action / Robert Zemeckis, Bruce Beresford Films"
1436,1,"Adventure, Comedy / Dean Parisot, Steven Spielberg Films"
1436,2,"Drama, Comedy / Curtis Hanson, Tim Burton Films"
1436,3,"Comedy, Drama / Stanley Kubrick, Spike Jonze Films"
1436,4,"Drama, Romance / Sam Mendes, Sydney Pollack Films"
1436,5,"Drama, Action / William Wyler, Jon Amiel Films"
