MovieID,OriginalTitle,CleanTitle,IMDb_ID
904,Rear Window (1954),Rear Window,tt0047396
905,It Happened One Night (1934),It Happened One Night,tt0025316
906,Gaslight (1944),Gaslight,tt0036855
907,"Gay Divorcee, The (1934)","Gay Divorcee, The",tt0025164
908,North by Northwest (1959),North by Northwest,tt0053125
909,"Apartment, The (1960)","Apartment, The",tt0053604
910,Some Like It Hot (1959),Some Like It Hot,tt0053291
911,Charade (1963),Charade,tt0056923
912,Casablanca (1942),Casablanca,tt0034583
913,"Maltese Falcon, The (1941)","Maltese Falcon, The",tt0033870
914,My Fair Lady (1964),My Fair Lady,tt0058385
915,Sabrina (1954),Sabrina,tt0047437
916,Roman Holiday (1953),Roman Holiday,tt0046250
917,"Little Princess, The (1939)","Little Princess, The",tt0031580
918,Meet Me in St. Louis (1944),Meet Me in St. Louis,tt0037059
919,"Wizard of Oz, The (1939)","Wizard of Oz, The",tt0032138
920,Gone with the Wind (1939),Gone with the Wind,tt0031381
921,My Favorite Year (1982),My Favorite Year,tt0084370
922,Sunset Blvd. (a.k.a. Sunset Boulevard) (1950),Sunset Blvd. (a.k.a. Sunset Boulevard),tt0043014
923,Citizen Kane (1941),Citizen Kane,tt0033467
924,2001: A Space Odyssey (1968),2001: A Space Odyssey,tt0062622
925,Golden Earrings (1947),Golden Earrings,tt0039428
926,All About Eve (1950),All About Eve,tt0042192
927,"Women, The (1939)","Women, The",tt0430770
928,Rebecca (1940),Rebecca,tt0032976
929,Foreign Correspondent (1940),Foreign Correspondent,tt0032484
930,Notorious (1946),Notorious,tt0038787
931,Spellbound (1945),Spellbound,tt7215232
932,"Affair to Remember, An (1957)","Affair to Remember, An",tt0050105
933,To Catch a Thief (1955),To Catch a Thief,tt0048728
934,Father of the Bride (1950),Father of the Bride,tt0042451
935,"Band Wagon, The (1953)","Band Wagon, The",tt0045537
936,Ninotchka (1939),Ninotchka,tt0031725
937,Love in the Afternoon (1957),Love in the Afternoon,tt0050658
938,Gigi (1958),Gigi,tt0051658
939,"Reluctant Debutante, The (1958)","Reluctant Debutante, The",tt0052126
940,"Adventures of Robin Hood, The (1938)","Adventures of Robin Hood, The",tt0047706
941,"Mark of Zorro, The (1940)","Mark of Zorro, The",tt0032762
942,Laura (1944),Laura,tt0037008
943,"Ghost and Mrs. Muir, The (1947)","Ghost and Mrs. Muir, The",tt0039420
944,Lost Horizon (1937),Lost Horizon,tt0029162
945,Top Hat (1935),Top Hat,tt0027125
946,To Be or Not to Be (1942),To Be or Not to Be,tt0035446
947,My Man Godfrey (1936),My Man Godfrey,tt0028010
948,Giant (1956),Giant,tt0049261
949,East of Eden (1955),East of Eden,tt0048028
950,"Thin Man, The (1934)","Thin Man, The",tt0025878
951,His Girl Friday (1940),His Girl Friday,tt0032599
952,Around the World in 80 Days (1956),Around the World in 80 Days,tt0327437
953,It's a Wonderful Life (1946),It's a Wonderful Life,tt5333742
954,Mr. Smith Goes to Washington (1939),Mr. Smith Goes to Washington,tt0031679
955,Bringing Up Baby (1938),Bringing Up Baby,tt0029947
956,Penny Serenade (1941),Penny Serenade,tt0034012
957,"Scarlet Letter, The (1926)","Scarlet Letter, The",tt0114345
958,Lady of Burlesque (1943),Lady of Burlesque,tt0036094
959,Of Human Bondage (1934),Of Human Bondage,tt0025586
960,Angel on My Shoulder (1946),Angel on My Shoulder,tt0038300
961,Little Lord Fauntleroy (1936),Little Lord Fauntleroy,tt0027893
962,They Made Me a Criminal (1939),They Made Me a Criminal,tt0032022
963,"Inspector General, The (1949)","Inspector General, The",tt0041509
964,Angel and the Badman (1947),Angel and the Badman,tt0039152
965,"39 Steps, The (1935)","39 Steps, The",tt0026029
966,"Walk in the Sun, A (1945)","Walk in the Sun, A",tt0038235
967,"Outlaw, The (1943)","Outlaw, The",tt0075029
968,Night of the Living Dead (1968),Night of the Living Dead,tt0063350
969,"African Queen, The (1951)","African Queen, The",tt0043265
970,Beat the Devil (1954),Beat the Devil,tt0046414
971,Cat on a Hot Tin Roof (1958),Cat on a Hot Tin Roof,tt0051459
972,"Last Time I Saw Paris, The (1954)","Last Time I Saw Paris, The",tt0047162
973,Meet John Doe (1941),Meet John Doe,tt0033891
974,Algiers (1938),Algiers,tt0029855
975,Something to Sing About (1937),Something to Sing About,tt0246937
976,"Farewell to Arms, A (1932)","Farewell to Arms, A",tt0022879
977,Moonlight Murder (1936),Moonlight Murder,tt0097931
978,"Blue Angel, The (Blaue Engel, Der) (1930)","Blue Angel, The (Blaue Engel, Der)",tt0020697
979,Nothing Personal (1995),Nothing Personal,tt1320352
980,In the Line of Duty 2 (1987),In the Line of Duty 2,tt25965878
981,Dangerous Ground (1997),Dangerous Ground,tt0118927
982,Picnic (1955),Picnic,tt0048491
983,Madagascar Skin (1995),Madagascar Skin,tt0113730
984,"Pompatus of Love, The (1996)","Pompatus of Love, The",tt0117357
985,Small Wonders (1996),Small Wonders,tt0117669
986,Fly Away Home (1996),Fly Away Home,tt0116329
987,Bliss (1997),Bliss,tt10333426
988,Grace of My Heart (1996),Grace of My Heart,tt0116442
989,Schlafes Bruder (Brother of Sleep) (1995),Schlafes Bruder (Brother of Sleep),tt0114354
990,Maximum Risk (1996),Maximum Risk,tt0117011
991,Michael Collins (1996),Michael Collins,tt0117039
992,"Rich Man's Wife, The (1996)","Rich Man's Wife, The",tt0117473
993,Infinity (1996),Infinity,tt10365998
994,Big Night (1996),Big Night,tt0115678
996,Last Man Standing (1996),Last Man Standing,tt1828327
997,Caught (1996),Caught,tt29494109
998,Set It Off (1996),Set It Off,tt0117603
999,2 Days in the Valley (1996),2 Days in the Valley,tt0115438
1000,Curdled (1996),Curdled,tt0115994
1001,"Associate, The (L'Associe)(1982)","Associate, The (L'Associe)(1982)",tt31510819
1002,Ed's Next Move (1996),Ed's Next Move,tt0116167
1003,Extreme Measures (1996),Extreme Measures,tt0116259
1004,"Glimmer Man, The (1996)","Glimmer Man, The",tt0116421
1005,D3: The Mighty Ducks (1996),D3: The Mighty Ducks,tt0116000
1006,"Chamber, The (1996)","Chamber, The",tt0115862
1007,"Apple Dumpling Gang, The (1975)","Apple Dumpling Gang, The",tt0072653
1008,"Davy Crockett, King of the Wild Frontier (1955)","Davy Crockett, King of the Wild Frontier",tt0047977
1009,Escape to Witch Mountain (1975),Escape to Witch Mountain,tt0072951
1010,"Love Bug, The (1969)","Love Bug, The",tt0064603
1011,Herbie Rides Again (1974),Herbie Rides Again,tt0071607
1012,Old Yeller (1957),Old Yeller,tt0050798
1013,"Parent Trap, The (1961)","Parent Trap, The",tt0120783
1014,Pollyanna (1960),Pollyanna,tt0054195
1015,Homeward Bound: The Incredible Journey (1993),Homeward Bound: The Incredible Journey,tt0107131
1016,"Shaggy Dog, The (1959)","Shaggy Dog, The",tt0393735
1017,Swiss Family Robinson (1960),Swiss Family Robinson,tt0054357
1018,That Darn Cat! (1965),That Darn Cat!,tt0059793
1019,"20,000 Leagues Under the Sea (1954)","20,000 Leagues Under the Sea",tt0046672
1020,Cool Runnings (1993),Cool Runnings,tt0106611
1021,Angels in the Outfield (1994),Angels in the Outfield,tt0043286
1022,Cinderella (1950),Cinderella,tt1661199
1023,Winnie the Pooh and the Blustery Day (1968),Winnie the Pooh and the Blustery Day,tt0063819
1024,"Three Caballeros, The (1945)","Three Caballeros, The",tt0038166
1025,"Sword in the Stone, The (1963)","Sword in the Stone, The",tt36600054
1026,So Dear to My Heart (1949),So Dear to My Heart,tt0041890
1027,Robin Hood: Prince of Thieves (1991),Robin Hood: Prince of Thieves,tt0102798
1028,Mary Poppins (1964),Mary Poppins,tt0058331
1029,Dumbo (1941),Dumbo,tt3861390
1030,Pete's Dragon (1977),Pete's Dragon,tt2788732
1031,Bedknobs and Broomsticks (1971),Bedknobs and Broomsticks,tt0066817
1032,Alice in Wonderland (1951),Alice in Wonderland,tt1014759
1033,"Fox and the Hound, The (1981)","Fox and the Hound, The",tt0082406
1034,Freeway (1996),Freeway,tt0116361
1035,"Sound of Music, The (1965)","Sound of Music, The",tt0059742
1036,Die Hard (1988),Die Hard,tt0095016
1037,"Lawnmower Man, The (1992)","Lawnmower Man, The",tt0104692
1038,Unhook the Stars (1996),Unhook the Stars,tt0118044
1039,Synthetic Pleasures (1995),Synthetic Pleasures,tt0114597
1040,"Secret Agent, The (1996)","Secret Agent, The",tt27847051
1041,Secrets & Lies (1996),Secrets & Lies,tt0117589
1042,That Thing You Do! (1996),That Thing You Do!,tt0117887
1043,To Gillian on Her 37th Birthday (1996),To Gillian on Her 37th Birthday,tt0117924
1044,Surviving Picasso (1996),Surviving Picasso,tt0117791
1045,Love Is All There Is (1996),Love Is All There Is,tt0116928
1046,Beautiful Thing (1996),Beautiful Thing,tt0115640
1047,"Long Kiss Goodnight, The (1996)","Long Kiss Goodnight, The",tt0116908
1049,"Ghost and the Darkness, The (1996)","Ghost and the Darkness, The",tt0116409
1050,Looking for Richard (1996),Looking for Richard,tt0116913
1051,Trees Lounge (1996),Trees Lounge,tt0117958
1052,"Proprietor, The (1996)","Proprietor, The",tt0117400
1053,Normal Life (1996),Normal Life,tt0117202
1054,Get on the Bus (1996),Get on the Bus,tt0116404
1055,Shadow Conspiracy (1997),Shadow Conspiracy,tt0120107
1056,Jude (1996),Jude,tt0116722
1057,Everyone Says I Love You (1996),Everyone Says I Love You,tt0116242
1059,William Shakespeare's Romeo and Juliet (1996),William Shakespeare's Romeo and Juliet,tt26597666
1060,Swingers (1996),Swingers,tt0117802
1061,Sleepers (1996),Sleepers,tt0117665
1062,"Sunchaser, The (1996)","Sunchaser, The",tt0117781
1063,Johns (1996),Johns,tt0116714
1064,Aladdin and the King of Thieves (1996),Aladdin and the King of Thieves,tt0115491
1065,"Woman in Question, The (1950)","Woman in Question, The",tt0043140
1066,Shall We Dance? (1937),Shall We Dance?,tt0358135
1067,"Damsel in Distress, A (1937)","Damsel in Distress, A",tt0028757
1068,Crossfire (1947),Crossfire,tt1815708
1069,"Murder, My Sweet (1944)","Murder, My Sweet",tt0037101
1070,Macao (1952),Macao,tt0044863
1071,For the Moment (1994),For the Moment,tt0109823
1073,Willy Wonka and the Chocolate Factory (1971),Willy Wonka and the Chocolate Factory,tt0067992
1075,"Sexual Life of the Belgians, The (1994)","Sexual Life of the Belgians, The",tt0111622
1076,"Innocents, The (1961)","Innocents, The",tt0055018
1077,Sleeper (1973),Sleeper,tt0070707
1078,Bananas (1971),Bananas,tt35074011
1079,"Fish Called Wanda, A (1988)","Fish Called Wanda, A",tt0095159
1080,Monty Python's Life of Brian (1979),Monty Python's Life of Brian,tt28915122
1081,Victor/Victoria (1982),Victor/Victoria,tt0084865
1082,"Candidate, The (1972)","Candidate, The",tt7095482
1083,"Great Race, The (1965)","Great Race, The",tt0059243
1084,Bonnie and Clyde (1967),Bonnie and Clyde,tt0061418
1085,"Old Man and the Sea, The (1958)","Old Man and the Sea, The",tt36912828
1086,Dial M for Murder (1954),Dial M for Murder,tt0403754
1087,Madame Butterfly (1995),Madame Butterfly,tt0023169
1088,Dirty Dancing (1987),Dirty Dancing,tt0092890
1089,Reservoir Dogs (1992),Reservoir Dogs,tt0105236
1090,Platoon (1986),Platoon,tt0091763
1091,Weekend at Bernie's (1989),Weekend at Bernie's,tt0098627
1092,Basic Instinct (1992),Basic Instinct,tt0103772
1093,"Doors, The (1991)","Doors, The",tt0101761
1094,"Crying Game, The (1992)","Crying Game, The",tt0104036
1095,Glengarry Glen Ross (1992),Glengarry Glen Ross,tt0104348
1096,Sophie's Choice (1982),Sophie's Choice,tt0084707
1097,E.T. the Extra-Terrestrial (1982),E.T. the Extra-Terrestrial,tt0083866
1098,"Search for One-eye Jimmy, The (1996)","Search for One-eye Jimmy, The",tt0117577
1099,"Christmas Carol, A (1938)","Christmas Carol, A",tt1067106
1100,Days of Thunder (1990),Days of Thunder,tt0099371
1101,Top Gun (1986),Top Gun,tt1745960
1102,American Strays (1996),American Strays,tt0115531
1103,Rebel Without a Cause (1955),Rebel Without a Cause,tt0048545
1104,"Streetcar Named Desire, A (1951)","Streetcar Named Desire, A",tt0206318
1105,Children of the Corn IV: The Gathering (1996),Children of the Corn IV: The Gathering,tt35679314
1106,"Leopard Son, The (1996)","Leopard Son, The",tt0116859
1107,Loser (1991),Loser,tt0217630
1108,Prerokbe Ognja (1995),Prerokbe Ognja,tt0114176
1109,Charm's Incidents (1996),Charm's Incidents,tt0115870
1110,Bird of Prey (1996),Bird of Prey,tt0115684
1111,Microcosmos (Microcosmos: Le peuple de l'herbe) (1996),Microcosmos (Microcosmos: Le peuple de l'herbe),tt0117040
1112,Palookaville (1996),Palookaville,tt0117284
1113,"Associate, The (1996)","Associate, The",tt31510819
1114,"Funeral, The (1996)","Funeral, The",tt0116378
1115,Sleepover (1995),Sleepover,tt0368975
1116,"Single Girl, A (La Fille Seule) (1995)","Single Girl, A (La Fille Seule)",tt9392374
1117,"Eighth Day, The (Le Huitième jour ) (1996)","Eighth Day, The (Le Huitième jour )",tt0116581
1118,Tashunga (1995),Tashunga,tt0060584
1119,Drunks (1997),Drunks,tt0112907
1120,"People vs. Larry Flynt, The (1996)","People vs. Larry Flynt, The",tt35685634
1121,Glory Daze (1996),Glory Daze,tt0116422
1122,Plutonium Circus (1995),Plutonium Circus,tt0114147
1123,"Perfect Candidate, A (1996)","Perfect Candidate, A",tt0117320
1124,On Golden Pond (1981),On Golden Pond,tt0082846
1125,"Return of the Pink Panther, The (1974)","Return of the Pink Panther, The",tt28915507
1126,Drop Dead Fred (1991),Drop Dead Fred,tt0101775
1127,"Abyss, The (1989)","Abyss, The",tt0096754
1128,"Fog, The (1980)","Fog, The",tt0080749
1129,Escape from New York (1981),Escape from New York,tt0082340
1130,"Howling, The (1980)","Howling, The",tt0082533
1131,Jean de Florette (1986),Jean de Florette,tt0091288
1132,Manon of the Spring (Manon des sources) (1986),Manon of the Spring (Manon des sources),tt0091480
1133,Talking About Sex (1994),Talking About Sex,tt0111357
1134,Johnny 100 Pesos (1993),Johnny 100 Pesos,tt0107274
1135,Private Benjamin (1980),Private Benjamin,tt0081375
1136,Monty Python and the Holy Grail (1974),Monty Python and the Holy Grail,tt0071853
1137,Hustler White (1996),Hustler White,tt0116587
1138,Dadetown (1995),Dadetown,tt0112777
1139,Everything Relative (1996),Everything Relative,tt0116245
1140,Entertaining Angels: The Dorothy Day Story (1996),Entertaining Angels: The Dorothy Day Story,tt0116212
1141,Hoogste tijd (1995),Hoogste tijd,tt0113328
1142,Get Over It (1996),Get Over It,tt0192071
1143,Three Lives and Only One Death (1996),Three Lives and Only One Death,tt0117968
1144,"Line King: Al Hirschfeld, The (1996)","Line King: Al Hirschfeld, The",tt0116886
1145,Snowriders (1996),Snowriders,tt0117677
1146,Curtis's Charm (1995),Curtis's Charm,tt0112759
1147,When We Were Kings (1996),When We Were Kings,tt0118147
1148,"Wrong Trousers, The (1993)","Wrong Trousers, The",tt0108598
1149,JLG/JLG - autoportrait de décembre (1994),JLG/JLG - autoportrait de décembre,tt0110173
1150,"Return of Martin Guerre, The (Retour de Martin Guerre, Le) (1982)","Return of Martin Guerre, The (Retour de Martin Guerre, Le)",tt0084589
1151,Faust (1994),Faust,tt0016847
1152,He Walked by Night (1948),He Walked by Night,tt0040427
1153,Raw Deal (1948),Raw Deal,tt0091828
1154,T-Men (1947),T-Men,tt0039881
1157,"Symphonie pastorale, La (1946)","Symphonie pastorale, La",tt0039004
1158,Here Comes Cookie (1935),Here Comes Cookie,tt0026465
1159,Love in Bloom (1935),Love in Bloom,tt14960572
1160,Six of a Kind (1934),Six of a Kind,tt0025799
1161,"Tin Drum, The (Blechtrommel, Die) (1979)","Tin Drum, The (Blechtrommel, Die)",tt0078875
1162,"Ruling Class, The (1972)","Ruling Class, The",tt0069198
1163,Mina Tannenbaum (1994),Mina Tannenbaum,tt0110521
1164,Two or Three Things I Know About Her (1966),Two or Three Things I Know About Her,tt30080452
1165,"Bloody Child, The (1996)","Bloody Child, The",tt0115715
1166,Farmer & Chase (1995),Farmer & Chase,tt0113031
1167,Dear God (1996),Dear God,tt0116059
1168,Bad Moon (1996),Bad Moon,tt0115610
1169,American Dream (1990),American Dream,tt1998389
1170,Best of the Best 3: No Turning Back (1995),Best of the Best 3: No Turning Back,tt0112483
1171,Bob Roberts (1992),Bob Roberts,tt0103850
1172,Cinema Paradiso (1988),Cinema Paradiso,tt0095765
1173,"Cook the Thief His Wife & Her Lover, The (1989)","Cook the Thief His Wife & Her Lover, The",tt0097108
1174,Grosse Fatigue (1994),Grosse Fatigue,tt0109942
1175,Delicatessen (1991),Delicatessen,tt0101700
1176,"Double Life of Veronique, The (La Double Vie de Véronique) (1991)","Double Life of Veronique, The (La Double Vie de Véronique)",tt0101765
1177,Enchanted April (1991),Enchanted April,tt0101811
1178,Paths of Glory (1957),Paths of Glory,tt0050825
1179,"Grifters, The (1990)","Grifters, The",tt0099703
1180,Hear My Song (1991),Hear My Song,tt0102014
1181,"Shooter, The (1995)","Shooter, The",tt0114432
1183,"English Patient, The (1996)","English Patient, The",tt0116209
1184,Mediterraneo (1991),Mediterraneo,tt0102426
1185,My Left Foot (1989),My Left Foot,tt0097937
1186,"Sex, Lies, and Videotape (1989)","Sex, Lies, and Videotape",tt0098724
1187,Passion Fish (1992),Passion Fish,tt0105107
1188,Strictly Ballroom (1992),Strictly Ballroom,tt0105488
1189,"Thin Blue Line, The (1988)","Thin Blue Line, The",tt0112194
1190,Tie Me Up! Tie Me Down! (1990),Tie Me Up! Tie Me Down!,tt0101026
1191,Madonna: Truth or Dare (1991),Madonna: Truth or Dare,tt0102370
1192,Paris Is Burning (1990),Paris Is Burning,tt0100332
1193,One Flew Over the Cuckoo's Nest (1975),One Flew Over the Cuckoo's Nest,tt0073486
1194,Up in Smoke (1978),Up in Smoke,tt0078446
1196,Star Wars: Episode V - The Empire Strikes Back (1980),Star Wars: Episode V - The Empire Strikes Back,tt0080684
1197,"Princess Bride, The (1987)","Princess Bride, The",tt0093779
1198,Raiders of the Lost Ark (1981),Raiders of the Lost Ark,tt0082971
1199,Brazil (1985),Brazil,tt0088846
1200,Aliens (1986),Aliens,tt0090605
1201,"Good, The Bad and The Ugly, The (1966)","Good, The Bad and The Ugly, The",tt19302062
1202,Withnail and I (1987),Withnail and I,tt0094336
1203,12 Angry Men (1957),12 Angry Men,tt0050083
1204,Lawrence of Arabia (1962),Lawrence of Arabia,tt0056172
1205,"Transformers: The Movie, The (1986)","Transformers: The Movie, The",tt0092106
1206,"Clockwork Orange, A (1971)","Clockwork Orange, A",tt0066921
1207,To Kill a Mockingbird (1962),To Kill a Mockingbird,tt28628140
1208,Apocalypse Now (1979),Apocalypse Now,tt0078788
1209,Once Upon a Time in the West (1969),Once Upon a Time in the West,tt13544442
1210,Star Wars: Episode VI - Return of the Jedi (1983),Star Wars: Episode VI - Return of the Jedi,tt0086190
1211,Wings of Desire (Der Himmel über Berlin) (1987),Wings of Desire (Der Himmel über Berlin),tt0093191
1212,"Third Man, The (1949)","Third Man, The",tt0041959
1213,GoodFellas (1990),GoodFellas,tt0099685
1214,Alien (1979),Alien,tt13623632
1215,Army of Darkness (1993),Army of Darkness,tt0106308
1216,"Big Blue, The (Le Grand Bleu) (1988)","Big Blue, The (Le Grand Bleu)",tt0095250
1217,Ran (1985),Ran,tt0089881
1218,"Killer, The (Die xue shuang xiong) (1989)","Killer, The (Die xue shuang xiong)",tt0097202
1219,Psycho (1960),Psycho,tt0054215
1220,"Blues Brothers, The (1980)","Blues Brothers, The",tt0080455
1221,"Godfather: Part II, The (1974)","Godfather: Part II, The",tt0071562
1222,Full Metal Jacket (1987),Full Metal Jacket,tt0093058
1223,"Grand Day Out, A (1992)","Grand Day Out, A",tt0104361
1224,Henry V (1989),Henry V,tt0097499
1225,Amadeus (1984),Amadeus,tt0086879
1226,"Quiet Man, The (1952)","Quiet Man, The",tt0045061
1227,Once Upon a Time in America (1984),Once Upon a Time in America,tt0087843
1228,Raging Bull (1980),Raging Bull,tt0081398
1230,Annie Hall (1977),Annie Hall,tt0075686
1231,"Right Stuff, The (1983)","Right Stuff, The",tt0086197
1232,Stalker (1979),Stalker,tt0079944
1233,"Boat, The (Das Boot) (1981)","Boat, The (Das Boot)",tt0082096
1234,"Sting, The (1973)","Sting, The",tt0070735
1235,Harold and Maude (1971),Harold and Maude,tt0067185
1236,Trust (1990),Trust,tt31314745
1237,"Seventh Seal, The (Sjunde inseglet, Det) (1957)","Seventh Seal, The (Sjunde inseglet, Det)",tt34601696
1238,Local Hero (1983),Local Hero,tt0085859
1240,"Terminator, The (1984)","Terminator, The",tt0088247
1241,Braindead (1992),Braindead,tt0103873
1242,Glory (1989),Glory,tt0097441
1243,Rosencrantz and Guildenstern Are Dead (1990),Rosencrantz and Guildenstern Are Dead,tt0100519
1244,Manhattan (1979),Manhattan,tt0079522
1245,Miller's Crossing (1990),Miller's Crossing,tt0100150
1246,Dead Poets Society (1989),Dead Poets Society,tt0097165
1247,"Graduate, The (1967)","Graduate, The",tt0061722
1248,Touch of Evil (1958),Touch of Evil,tt0052311
1249,Nikita (La Femme Nikita) (1990),Nikita (La Femme Nikita),tt0433038
1250,"Bridge on the River Kwai, The (1957)","Bridge on the River Kwai, The",tt0917956
1251,8 1/2 (1963),8 1/2,tt0056801
1252,Chinatown (1974),Chinatown,tt0071315
1253,"Day the Earth Stood Still, The (1951)","Day the Earth Stood Still, The",tt0970416
1254,"Treasure of the Sierra Madre, The (1948)","Treasure of the Sierra Madre, The",tt31039924
1255,Bad Taste (1987),Bad Taste,tt0092610
1256,Duck Soup (1933),Duck Soup,tt0023969
1257,Better Off Dead... (1985),Better Off Dead...,tt0088794
1258,"Shining, The (1980)","Shining, The",tt0081505
1259,Stand by Me (1986),Stand by Me,tt0092005
1260,M (1931),M,tt30253473
1261,Evil Dead II (Dead By Dawn) (1987),Evil Dead II (Dead By Dawn),tt16160766
1262,"Great Escape, The (1963)","Great Escape, The",tt0057115
1263,"Deer Hunter, The (1978)","Deer Hunter, The",tt0077416
1264,Diva (1981),Diva,tt1280822
1265,Groundhog Day (1993),Groundhog Day,tt0107048
1266,Unforgiven (1992),Unforgiven,tt0105695
1267,"Manchurian Candidate, The (1962)","Manchurian Candidate, The",tt0056218
1268,Pump Up the Volume (1990),Pump Up the Volume,tt0100436
1269,Arsenic and Old Lace (1944),Arsenic and Old Lace,tt0036613
1270,Back to the Future (1985),Back to the Future,tt0088763
1271,Fried Green Tomatoes (1991),Fried Green Tomatoes,tt0101921
1272,Patton (1970),Patton,tt0066206
1273,Down by Law (1986),Down by Law,tt0090967
1274,Akira (1988),Akira,tt0094625
1275,Highlander (1986),Highlander,tt0091203
1276,Cool Hand Luke (1967),Cool Hand Luke,tt0061512
1277,Cyrano de Bergerac (1990),Cyrano de Bergerac,tt0099334
1278,Young Frankenstein (1974),Young Frankenstein,tt0072431
1279,Night on Earth (1991),Night on Earth,tt0102536
1280,Raise the Red Lantern (1991),Raise the Red Lantern,tt0101640
1281,"Great Dictator, The (1940)","Great Dictator, The",tt0032553
1282,Fantasia (1940),Fantasia,tt0032455
1283,High Noon (1952),High Noon,tt0044706
1284,"Big Sleep, The (1946)","Big Sleep, The",tt0038355
1285,Heathers (1989),Heathers,tt0097493
1286,Somewhere in Time (1980),Somewhere in Time,tt0081534
1287,Ben-Hur (1959),Ben-Hur,tt0052618
1288,This Is Spinal Tap (1984),This Is Spinal Tap,tt0088258
1289,Koyaanisqatsi (1983),Koyaanisqatsi,tt0085809
1290,Some Kind of Wonderful (1987),Some Kind of Wonderful,tt0094006
1291,Indiana Jones and the Last Crusade (1989),Indiana Jones and the Last Crusade,tt0097576
1292,Being There (1979),Being There,tt0078841
1293,Gandhi (1982),Gandhi,tt0083987
1294,M*A*S*H (1970),M*A*S*H,tt0068098
1295,"Unbearable Lightness of Being, The (1988)","Unbearable Lightness of Being, The",tt0096332
1296,"Room with a View, A (1986)","Room with a View, A",tt0091867
1297,Real Genius (1985),Real Genius,tt0089886
1298,Pink Floyd - The Wall (1982),Pink Floyd - The Wall,tt35274207
1299,"Killing Fields, The (1984)","Killing Fields, The",tt0087553
1301,Forbidden Planet (1956),Forbidden Planet,tt0049223
1302,Field of Dreams (1989),Field of Dreams,tt0097351
1303,"Man Who Would Be King, The (1975)","Man Who Would Be King, The",tt0073341
1304,Butch Cassidy and the Sundance Kid (1969),Butch Cassidy and the Sundance Kid,tt0064115
1305,"Paris, Texas (1984)","Paris, Texas",tt0087884
1307,When Harry Met Sally... (1989),When Harry Met Sally...,tt0098635
1308,I Shot a Man in Vegas (1995),I Shot a Man in Vegas,tt0113369
1309,Parallel Sons (1995),Parallel Sons,tt0114089
1310,Hype! (1996),Hype!,tt0116589
1311,Santa with Muscles (1996),Santa with Muscles,tt0117550
1312,Female Perversions (1996),Female Perversions,tt0116293
1313,Mad Dog Time (1996),Mad Dog Time,tt0116953
1314,Breathing Room (1996),Breathing Room,tt1220706
1315,Paris Was a Woman (1995),Paris Was a Woman,tt0114093
1316,Anna (1996),Anna,tt7456310
1317,I'm Not Rappaport (1996),I'm Not Rappaport,tt0116601
1318,Blue Juice (1995),Blue Juice,tt0112537
1319,Kids of Survival (1993),Kids of Survival,tt0107314
1320,Alien³ (1992),Alien³,tt8690918
1321,"American Werewolf in London, An (1981)","American Werewolf in London, An",tt0082010
1322,Amityville 1992: It's About Time (1992),Amityville 1992: It's About Time,tt0103678
1323,Amityville 3-D (1983),Amityville 3-D,tt0085159
1324,Amityville: Dollhouse (1996),Amityville: Dollhouse,tt0115535
1325,Amityville: A New Generation (1993),Amityville: A New Generation,tt0106262
1326,Amityville II: The Possession (1982),Amityville II: The Possession,tt0083550
1327,"Amityville Horror, The (1979)","Amityville Horror, The",tt0078767
1328,"Amityville Curse, The (1990)","Amityville Curse, The",tt0099030
1329,Blood For Dracula (Andy Warhol's Dracula) (1974),Blood For Dracula (Andy Warhol's Dracula),tt35290924
1330,April Fool's Day (1986),April Fool's Day,tt0090655
1331,Audrey Rose (1977),Audrey Rose,tt0075704
1332,"Believers, The (1987)","Believers, The",tt0092632
1333,"Birds, The (1963)","Birds, The",tt0056869
1334,"Blob, The (1958)","Blob, The",tt0094761
1335,Blood Beach (1981),Blood Beach,tt0082083
1336,Body Parts (1991),Body Parts,tt0101492
1337,"Body Snatcher, The (1945)","Body Snatcher, The",tt0037549
1339,Bram Stoker's Dracula (1992),Bram Stoker's Dracula,tt0103874
1340,Bride of Frankenstein (1935),Bride of Frankenstein,tt0026138
1341,Burnt Offerings (1976),Burnt Offerings,tt0074258
1342,Candyman (1992),Candyman,tt0103919
1343,Cape Fear (1991),Cape Fear,tt0101540
1344,Cape Fear (1962),Cape Fear,tt0101540
1345,Carrie (1976),Carrie,tt0074285
1346,Cat People (1982),Cat People,tt0083722
1347,"Nightmare on Elm Street, A (1984)","Nightmare on Elm Street, A",tt0087800
1348,"Nosferatu (Nosferatu, eine Symphonie des Grauens) (1922)","Nosferatu (Nosferatu, eine Symphonie des Grauens)",tt0013442
1349,Nosferatu a Venezia (1986),Nosferatu a Venezia,tt0091651
1350,"Omen, The (1976)","Omen, The",tt5672290
1351,Blood & Wine (1997),Blood & Wine,tt0115710
1352,Albino Alligator (1996),Albino Alligator,tt0115495
1353,"Mirror Has Two Faces, The (1996)","Mirror Has Two Faces, The",tt0117057
1354,Breaking the Waves (1996),Breaking the Waves,tt0115751
1355,Nightwatch (1997),Nightwatch,tt0110631
1356,Star Trek: First Contact (1996),Star Trek: First Contact,tt0117731
1357,Shine (1996),Shine,tt0117631
1358,Sling Blade (1996),Sling Blade,tt0117666
1359,Jingle All the Way (1996),Jingle All the Way,tt0116705
